# Branches deleted from origin on 2026-08-22, with the sha each pointed at.
#
# Deleting a branch does not delete its commits: `git branch <name> <sha>` or
# `git push origin <sha>:refs/heads/<name>` brings any of these back byte for byte, as long as the
# sha is written down. That is what this file is for, and it is why the cleanup was safe to do.
#
# Every entry was checked against `develop` by COMMIT SUBJECT, using
# `check_stranded_commits.py`'s own definition of delivered — cherry-pick and squash change sha,
# tree and patch-id, so subject is the only thing that survives delivery. Merge commits are excluded
# the same way the checker excludes them (`--no-merges`): a merge subject never survives a squash.
#
# Kept deliberately, NOT in this list: archive/*, backup/*, codex/checkpoint-2026-04-12,
# feature/video-presentation-pipeline (owner-gated, mc2-hqfc3), codex/career-playbook-numeric-*
# (the branch IS the preserved exploration), develop, master.
#
# branch<TAB>sha
codex/q12-source-recovery-reindex-rereview	8b419f194
codex/q12-source-recovery-reindex-review	b82a09f85
codex/q12-source-recovery-review	233916301
codex/q12-source-recovery-runtime	f99545a46
codex/q12-source-recovery-runtime-rereview	26d6559ef
codex/q12-source-recovery-runtime-review	03c32ef7d
codex/q12-source-recovery-workflow	5d1245812
codex/q12-source-recovery-workflow-rereview	61c0fca11
codex/q12-source-recovery-workflow-review	b54ba6672
codex/q12-supabase-backup-gate	ba2072826
codex/q12-supabase-backup-gate-rereview	0276607b5
codex/q12-supabase-backup-gate-review	cfc818d32
codex/q12-supabase-docs-rereview	0b7ffe679
codex/q12-supabase-docs-review	6f80e87f5
codex/q12-w-activation-tuple	43fddcea8
codex/q12-w-writer-barrier	609100534
codex/qdrant-formula-index-fix	d9e01ac00
codex/qdrant-observability-docs-preflight	7d3951b34
codex/qdrant-q1-schema	91ecd1157
codex/qdrant-q2-collection-manager	7c3702d3b
codex/qdrant-q3-native-ingestion	bc0ceacfe
codex/qdrant-q4-hybrid-formula	4159c2f43
codex/qdrant-q5-pinned-integration	3c36a6a1b
codex/qdrant-q6-runtime	14322c8f6
codex/qdrant-q7-reindex	49e5e8d75
codex/qdrant-q8-recovery	c4e0a0f34
codex/qdrant-q9-observability	9f64b59b2
codex/qdrant-runtime-preflight	f77575bd8
codex/security-audit-deps-20260612	e66e3c1a1
codex/self-hosted-qdrant-platform	75074f85c
codex/self-hosted-qdrant-platform-plan	54957ccfa
codex/single-source-course-generation-flow	729cc917e
codex/token-efficiency-rollout	71cfa9356
codex/trigger-career-playbook-dev-deploy	68ca9b97a
codex/trigger-linked-course-web-dev-deploy	a6e97dfc0
codex/update-career-playbook-landing-e2e	cbd69af31
codex/vmy-7082-dev-qdrant-repair	22e872106
feature/career-playbook-backend	4e7386a8e
feature/career-playbook-backend-2	df7ba8008
feature/career-playbook-backend-3	8e0f28a24
feature/career-playbook-frontend-phase-b	4bc389646
feature/career-playbook-frontend-wizard	6d6448b7c
feature/career-playbook-landing	0e2287616
feature/career-playbook-library-share	778ccaf71
feature/career-playbook-pdf	3d5c9d8d3
feature/career-playbook-phase-b-transport	179db3173
feature/career-playbook-viewer-editor	e5000482b
feature/nlm-enrichments	364ec5803
fix/stage6-token-model-ladder	f5c71345f

# Local-only tips, recorded 2026-08-22: these differed from the origin sha above,
# or the branch existed only on this machine.
codex/career-playbook-live-smoke-fixes	6379fd1fa
codex/career-playbook-quality-review	7de9ff9d6
codex/hallmark-hero-redesign	bb51e53a4
codex/hero-typography-closeout	5d80fb27e
codex/mc2-rag-retry-fix	fe928ffba
codex/q12-live-controller	516e4adf8
codex/self-hosted-qdrant-platform	c8624cd9b
codex/update-github-actions-node24	907406fd4
codex/verification-evidence-v2	b46c01fe8

# Local-only leftovers, cleared the same day after the origin sweep.
#
# Both `backup/*` branches pointed at EXACTLY the commits `origin/archive/*` already carries —
# the same sha under a second name, on one laptop. Removing the local name loses nothing; the
# archives on origin are the copy that matters.
backup/checkpoint-2026-04-12_2026-05-10	7ffa264cf	= origin/archive/checkpoint-pre-sync-2026-05-10
backup/develop_pre-sync_2026-05-10	84055f862	= origin/archive/develop-pre-sync-2026-05-10
#
# `codex/career-playbook-numeric-review` was NOT deleted. The allowlist promises it is kept "so the
# 2026-06 exploration is not lost", and it existed on one disk only — a promise a disk failure would
# have broken. It was pushed to origin instead, which is what keeping it actually means.
#
# Four stashes, all from June-July 2026 and all taken on branches that no longer exist, were kept as
# annotated tags and then dropped. None applied cleanly to develop in either direction any more, so
# none was restorable as a patch; the tags keep the commits themselves.
stash-archive/2026-08-22-0	0376d5698	WIP on stage/cp-imp-2-judge: 43070a6f fix(career-playbook): record rea
stash-archive/2026-08-22-1	e154dfa45	On codex/career-playbook-e2e-quality-fixes: backup career-playbook-e2e
stash-archive/2026-08-22-2	23b0e7b10	On develop: cleanup-backup career-playbook-generation-progress before
stash-archive/2026-08-22-3	11cf60c7b	On codex/fix-dev-lint-business-context: cleanup-backup career-playbook
